25.0 0.1 11
682.952 0.997925   2.0e-1
695.399 0.988624   2.0e-1
708.100 0.974455   2.0e-1
720.559 0.952959   2.0e-1
733.021 0.929025   2.0e-1
745.504 0.883140   2.0e-1
758.034 0.790916   2.0e-1
770.385 0.627953   2.0e-1
783.601 0.345510   2.0e-1
795.596 0.0410706  2.0e-1
808.572 0.00008190 2.0e-1
