5.0 0.1 12
.1      1.          2.0e-1
673.034 0.965855    2.0e-1
682.003 0.951549    2.0e-1
690.985 0.925048    2.0e-1
699.979 0.886353    2.0e-1
708.989 0.830585    2.0e-1
718.02  0.755306    2.0e-1
727.089 0.641003    2.0e-1
735.96  0.475474    2.0e-1
744.904 0.236777    2.0e-1
754.062 0.032234    2.0e-1
763.049 0.000855448 2.0e-1
