2
32 10.0 1.0
-9.972638618494816e-01     9.991090058342722e-01
-9.856115115452684e-01     9.952791286181293e-01
-9.647622555875064e-01     9.882904862159192e-01
-9.349060759377397e-01     9.780045056040479e-01
-8.963211557660521e-01     9.642801030687110e-01
-8.493676137325700e-01     9.470105509580529e-01
-7.944837959679424e-01     9.261527530304434e-01
-7.321821187402897e-01     9.017480350090966e-01
-6.630442669302152e-01     8.739375644409245e-01
-5.877157572407623e-01     8.429740673456171e-01
-5.068999089322294e-01     8.092279417138587e-01
-4.213512761306353e-01     7.731830722609809e-01
-3.318686022821277e-01     7.354169470476348e-01
-2.392873622521371e-01     6.965608466770147e-01
-1.444719615827965e-01     6.572376344050336e-01
-4.830766568773832e-02     6.179769681052031e-01
 4.830766568773832e-02     5.791133271022022e-01
 1.444719615827965e-01     5.406835525456903e-01
 2.392873622521371e-01     5.023561631320551e-01
 3.318686022821277e-01     4.634380627520934e-01
 4.213512761306353e-01     4.230036783141455e-01
 5.068999089322294e-01     3.801633427936992e-01
 5.877157572407623e-01     3.344261866496995e-01
 6.630442669302152e-01     2.860362478438694e-01
 7.321821187402897e-01     2.361219868397215e-01
 7.944837959679424e-01     1.865575099666756e-01
 8.493676137325700e-01     1.395798056160994e-01
 8.963211557660521e-01     9.733775557596604e-02
 9.349060759377397e-01     6.156147597423511e-02
 9.647622555875064e-01     3.343926329845774e-02
 9.856115115452684e-01     1.367029050860934e-02
 9.972638618494816e-01     2.600159237866226e-03
32 20.0 1.0
-9.972638618494816e-01     9.990508827360690e-01
-9.856115115452684e-01     9.949852266513212e-01
-9.647622555875064e-01     9.876232803969520e-01
-9.349060759377397e-01     9.769132628287105e-01
-8.963211557660521e-01     9.628320456909911e-01
-8.493676137325700e-01     9.454035782698387e-01
-7.944837959679424e-01     9.247004691662996e-01
-7.321821187402897e-01     9.008343090402002e-01
-6.630442669302152e-01     8.739469106538962e-01
-5.877157572407623e-01     8.442135068259167e-01
-5.068999089322294e-01     8.118622240728487e-01
-4.213512761306353e-01     7.772046069261849e-01
-3.318686022821277e-01     7.406647291927335e-01
-2.392873622521371e-01     7.027943147890608e-01
-1.444719615827965e-01     6.642676077647557e-01
-4.830766568773832e-02     6.258557739502435e-01
 4.830766568773832e-02     5.883795784591045e-01
 1.444719615827965e-01     5.526300174009560e-01
 2.392873622521371e-01     5.192356283127280e-01
 3.318686022821277e-01     4.884543448762212e-01
 4.213512761306353e-01     4.598914649120907e-01
 5.068999089322294e-01     4.322042716886152e-01
 5.877157572407623e-01     4.029534509881825e-01
 6.630442669302152e-01     3.688824405265990e-01
 7.321821187402897e-01     3.269220176362752e-01
 7.944837959679424e-01     2.758467040937161e-01
 8.493676137325700e-01     2.176873276843875e-01
 8.963211557660521e-01     1.575901730514271e-01
 9.349060759377397e-01     1.019043679514972e-01
 9.647622555875064e-01     5.594688440753431e-02
 9.856115115452684e-01     2.295774165909813e-02
 9.972638618494816e-01     4.369864340730766e-03
