!-----------------------------------------
! 1  N2O+M=N2+O+M 
!-----------------------------------------
0 0 0 1 0 0 0 0 0 0 0 1 0 
1 0 0 1 0 1 0 0 0 0 0 0 0 
!-----------------------------------------
! 2  C2N2+O=CN+NCO
!-----------------------------------------
1 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 1 1 0 0 0
!-----------------------------------------
! 3  NCO+O=CO+NO  
!-----------------------------------------
1 0 0 0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 1 1 0 0 0 0 0
!-----------------------------------------
! 4  NCO+M=N+CO+M
!-----------------------------------------
0 0 0 1 0 0 0 0 0 1 0 0 0
0 1 0 1 0 0 0 1 0 0 0 0 0
!-----------------------------------------
! 5  CN+O2=NCO+O
!-----------------------------------------
0 0 0 0 1 0 0 0 1 0 0 0 0
1 0 0 0 0 0 0 0 0 1 0 0 0
!-----------------------------------------
! 6  CN+O=CO+N
!-----------------------------------------
1 0 0 0 0 0 0 0 1 0 0 0 0
0 1 0 0 0 0 0 1 0 0 0 0 0
!-----------------------------------------
! 7  N2O+O=NO+NO
!-----------------------------------------
1 0 0 0 0 0 0 0 0 0 0 1 0
0 0 0 0 0 0 2 0 0 0 0 0 0
!-----------------------------------------
! 8  N2O+O=N2+O2 
!-----------------------------------------
1 0 0 0 0 0 0 0 0 0 0 1 0
0 0 0 0 1 1 0 0 0 0 0 0 0
!-----------------------------------------
! 9  N2+O=N+NO 
!-----------------------------------------
1 0 0 0 0 1 0 0 0 0 0 0 0
0 1 0 0 0 0 1 0 0 0 0 0 0
!-----------------------------------------
! 10  NO+O=N+O2
!-----------------------------------------
1 0 0 0 0 0 1 0 0 0 0 0 0
0 1 0 0 1 0 0 0 0 0 0 0 0
!-----------------------------------------
! 11  NCO+N=N2+CO  
!-----------------------------------------
0 1 0 0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 1 0 1 0 0 0 0 0
!-----------------------------------------
! 12  NCO+N=CN+NO
!-----------------------------------------
0 1 0 0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 1 0 1 0 0 0 0
!-----------------------------------------
! 13  NCO+C=CN+CO 
!-----------------------------------------
0 0 1 0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0 1 1 0 0 0 0
!-----------------------------------------
! 14  CN+N=C+N2
!-----------------------------------------
0 1 0 0 0 0 0 0 1 0 0 0 0
0 0 1 0 0 1 0 0 0 0 0 0 0
!-----------------------------------------
! 15  N2O+CN=NCN+NO
!-----------------------------------------
0 0 0 0 0 0 0 0 1 0 0 1 0
0 0 0 0 0 0 1 0 0 0 1 0 0
!-----------------------------------------
! 16  NCN+O=CN+NO
!-----------------------------------------
1 0 0 0 0 0 0 0 0 0 1 0 0
0 0 0 0 0 0 1 0 1 0 0 0 0
!-----------------------------------------
! 17  NCN+N=CN+N2 
!-----------------------------------------
0 1 0 0 0 0 0 0 0 0 1 0 0
0 0 0 0 0 1 0 0 1 0 0 0 0
!-----------------------------------------
! 18  C2N2+M=CN+CN+M
!-----------------------------------------
0 0 0 1 0 0 0 0 0 0 0 0 1
0 0 0 1 0 0 0 0 2 0 0 0 0
!-----------------------------------------
! 19  C2N2+O=CN+NCO
!-----------------------------------------
1 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 1 0 0 1 0 0


