9
8415 0.43 1.170430813710875e+4 10000.
8080 0.39 0.595272611844217e+4 10000.
8688 0.40 1.625708504027776e+4 10000.
9928 0.54 9.553672819312371e+4 10000.
8302 0.44 1.002311609361974e+4 10000.
8132 0.63 1.148820982558370e+4 10000.
8950 0.35 2.008122610871393e+4 10000.
9560 0.41 4.924432303895641e+4 10000.
8140 0.64 1.186543159479573e+4 10000.


